ExComp,ExAddress,ExCountry,ExComm,ExHSCode,ExDept,ExFName,ExLName,ExJobTitle,ExEmail,ExPhone,ExMobile,ExWA,ExLinkedIn,ExURL
shen zhen yi jin lai import export,guanlida building no 925 qianjin road bao an district shenzhen guangdong china / China,China,"Natural steatite, not crushed or powdered",252610,,,,,,,,,,
haicheng beihai minerals,pai-lo town haichecng city liaoning cn / China,China,"Natural steatite, not crushed or powdered",252610,,,,,,,,,,
zhejiang orient home textiles i/e,no 12 west lake avenue hangzhou china / China,China,"Glucose including syrup of 20%-50% dry weight fructos | Natural steatite, not crushed or powdered",170240 | 252610,,,,,,,,,,
shanghai huashen import export,no 988 ping liang road shanghai china / China,China,"Natural steatite, not crushed or powdered",252610,,,,,,,,,,
qingdao senyuan foods,guozhuang zhen industrial park qingdao cn cn / China,China,"Natural steatite, not crushed or powdered",252610,,,,,,,,,,
pentair water suzhou,no371 heshan road suzhou new d suzhou jiangsu / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
ningbo powermetal industrial,yunlong town yinzhou district ningbo china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
yuyao shengkangda electrical applia,45 hujia east road simen yuyao zhe jiang china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
hoppy electronics shanghai,318 an xiao rd an ting town jia ding district shanghai china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
qingdao universal import export,dongge village xifu town chengyang dis qingdao china cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
rich brand industries,chinsha-tun industry district shiukou village dalang town dongguan city guangdong / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
xinchang yongqiang air conditioning,fitting co lt fitting co ltno 7 xinshi rd xinchan / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
fuzhou bohanson trade,3f no 1building fuda yishan creative park west wushan road hongshan town gulou fuzhou cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
blk diesel a,3906 soho no 88 jianguo road chaoyang district beijing p r china cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shanghai east best international bu,19f global new times plaza 1666 sichuan road n shanghai china / China,China,"Mica in crude form, sheets and splittings | Sugar Confectionery (No Cocoa, Excl. Chewing Gum)",170490 | 252510,,,,,,,,,,
shandong jinma industrial group,ltdno 399 shanghai road / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
tiantongda enviromental,nanduan airport road tongliao inner mongolia 028000 p r china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shanghai fitness sourcing,address rm301 16 lane 1000 xinhuanshanghai china shanghai cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
xiamen homex houseware,unit 9b no 56 north yibin road hu li district xiamen fujian china / China,China,"Bamboos used primarily for plaiting | Mica in crude form, sheets and splittings",140110 | 252510,,,,,,,,,,
nantong liveup sports,no 18 shengli road nantong china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
dongguan hunlon rubber plastic,hengjiang area chashan tow n dongguan guangdong china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
yuyao shengkangda electrical appliance,no 45 east hujia road simen town yuyao city zhejiang china 315473 zhejiang china 315473 cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
blueprinternationalimited,suite 902 9th floor parkes commercial centre no 2-8 parkes street tsimshatsui kowloon hk / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
linyi leading international trade,no 6 shengli industrial parkm tancheng county / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
linyi shengyaimportexp,shengli town tancheng county linyi / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shanghai tonmac international trade,7f 989 dongfang road shanghai china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
wenzhou cpdc,the 6th floor no 896 jianshe building feixia south road wenzhou city zhejiang province chin / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
guangshuo precision casting lt,fusheng road taiping insdustry park xiangchen district suzhou china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
linyi youju import export,no 192 beiyuan road linyi china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
far advanced group,no 20 alley 180 hejiang st zhongshan dist / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shenzhen yong yi mould,no 6 building jinlong industrial z oneshiyan street guangming roadbaoan shenzhen / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
hangzhou spring washer,xinjie town xiaoshan zone hangzhou city zhejiang p r china / China,China,"Mica in crude form, sheets and splittings | Seed, Kentucky blue grass, for sowing",120924 | 252510,,,,,,,,,,
yongkang hardware city import and e,yongkang zhejiang china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
yong shen mould,4 industrial ar ea xitian gongming shenzhen guangdong 518106 china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shanghai shen an foreign economic trade,rm 2101 no 420 jiang ning road shanghai china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhejiang chenhong textile technolo,585 hanghai road yuyue town deqing county zhejiang cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
wenzhou janda electric,no 2 wanglin industrial zone beibaixiang town yueqing city cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
jiangsu longda power transmission,inc development zone xiangshui town jiangsu china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhejiang shuangniao machinery,huangze town shengzhou city zhejiang china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
wuxi dreamscape machinery tech,huihe rd qianzhou industry park huishan district wuxi jiangsu china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
tungyuk tinshing,1108 hengpin east road henggang longgang district sz china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
yangchun qianfeng electronic technology,c1 west industry district zhan gangroad chuncheng yangchun city / China,China,"Bamboos used primarily for plaiting | Mica in crude form, sheets and splittings",140110 | 252510,,,,,,,,,,
fuzhou magi home decor,no 1 dongling road minhou economic and technological development zone ii ganzhe town minhou county fuzhou fujian china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
xiamen xianghao trade,room 1502 no 220 huizhannanli qianpu siming district xiamen fujian cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
wenzhou qicheng distribution electr,no 57 liule road wenzhou cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
xiamen nbr bearing,3505 yixiang building no 106 changqingbeili xiamen 361012 china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
taizhou maixing machinery,hongqi industial zone yuhuan zhejiang china yuhuan cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhejiang chenhong textile technolog 585hanghai,road yuyue town deqing czhejiang province / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
haikou baoxin wooden industrial,nong ke suo bai shui tang haikou 570100 cn / China,China,"Mica in crude form, sheets and splittings | Miscellaneous Chocolate/Cocoa Preparations",180690 | 252510,,,,,,,,,,
hebei shinyee trade,room a 2006 huahai universal plaza no 199 xinhua road shijiazhuang hebei 050000 cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shanghai eversuccess industries,bldg 6-1002 metro-park plaza no 111lu xiangroad baoshan district / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhejiang yuejin import export,202room unit1 build3 waitan jiayu n bldg yuhai street ruian zhejiang 798989 cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
itech gifts manufactiring,c building 3rd industrial zone hourui huangtian bao an shenzhen cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
toko electronic mfg,12/f bamboos centre 52 hung to r oad kwun tong road kowloon / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
ningbo sanya intl,bldg no 188 huanchen nanlu ningbo zhejiang / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhejiang hengdian tospoimportexp,rm 3f world trade office plaza wtcz122 shuguang road hangzhou cn / China,China,"Mica in crude form, sheets and splittings | Natural Honey",252510 | 40900,,,,,,,,,,
shenzhen pandaoo electron,rm705 nanpeng building meihua road futian district shenzhen / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
ningbo toue,room 1306 no 1357 yinxian road shou nan street yinzhou district ningbo china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
classic international,xinrui road longxing village wuxianningbo zhejiang cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
ningbo lucky foreign trade,21f no 257 east huifeng road yinzhou district ningbo china p c 315192 / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhejiang shuangniao machineryco,huangze town shengzhou city shaoxing zhejiang china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
jinan chinese mineral trade,room 513 360 jingsi road jinan china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shanghai zhensheng sports goods,add 21a no 201 ningxia rd shanghai 200 063 china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
dalian yicai precision mould,no 78 dd-5 street dd port development zone dalian city liaoning 116001 china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
jiangyin wangda commercial notes,no 18 tongqian road tongqi qingyang / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
sunrise ningbo precision metal part,no 116 dong xin road zone a2 zhenhaeconomic development zone ningbo china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
dezhou rebeli jing hua glass,jinghua road economic -technological development area dezhou city shandong china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
dinkle electric machinery china,no 258 electric machinery garden xingpu rode middle shipu town kunshan cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
baoxin wooden industrial,nongkesuo baishuitang industrial area xiuying ditrict haikou haikou china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
chongqing cummins engine,no 100 zhuang z road shapingba district chongqing c65340844 / China,China,"Mica in crude form, sheets and splittings | Mixes and doughs for bread, pastry, biscuits, etc.",190120 | 252510,,,,,,,,,,
zhang jiagang haiguo heavy,no 11 jinfeng rd nanfeng town / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
huzhou flash starimportexp,2nd floor no 342 tiaoxi westroad huzhou zhejiang china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
linyi dongyue import export,zhuanby industry area linyi city shandong provide china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
xiangyang zhongkang auto parts,l nanjing rd shenzhen industrial parkxiangzhou dist xiangyang hubei cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
wuxi shengshida machinery,515 datong road binhu economic district wuxi jiangsu / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
dongguan pooward precision machiner,luwu industrial area / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
zhangzhou fanyu instruments tool,jinma road beidou industrial zone xiangcheng district zhangzhou city / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
deere minmetal group,co limited int trading center b 1502 5 tianci ave hunnan dist shenyang cn / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
kennametal xuzhou,no 6 kunlun road tongshan economic development xuzhou / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
yongkang hardware city import export,6f jin song mansion headquarter centre yongkang zhejiang china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
hoppy elecs shanghai,no 318 an-xiao rd an-ting town jia ding district shanghai china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
shantou city shunji toys factory,middle of the fengxin road chengha shantou 44 529000 china / China,China,"Mica in crude form, sheets and splittings",252510,,,,,,,,,,
